c_w,d_tresh,numGapJns,rep,spikeRate
3.2,1.2,2.42,2,0.56
3.4,1.2,2.31,0,0.46
3.4,1.2,2.29,1,0.56
3.4,1.2,2.34,2,0.56
3.6,1.2,1.97,0,0.5
3.6,1.2,2.34,1,0.9
3.6,1.2,1.97,2,0.62
3.8,1.2,2.32,0,0.54
3.8,1.2,2.4,1,2.82
3.8,1.2,2.11,2,0.68
0.0,1.3,0.0,0,76.54
0.0,1.3,0.0,1,77.08
0.0,1.3,0.0,2,86.9
0.2,1.3,2.48,0,90.92
0.2,1.3,2.53,1,0.98
0.2,1.3,2.79,2,89.1
0.4,1.3,2.64,0,72.1
0.4,1.3,2.55,1,89.66
0.4,1.3,2.52,2,0.64
0.6,1.3,2.48,0,0.9
0.6,1.3,2.43,1,92.16
0.6,1.3,2.56,2,88.98
0.8,1.3,2.75,0,100.4
0.8,1.3,2.8,1,0.82
0.8,1.3,2.65,2,0.9
1.0,1.3,2.71,0,86.58
1.0,1.3,2.74,1,25.66
1.0,1.3,2.81,2,0.64
1.2,1.3,2.56,0,0.94
1.2,1.3,2.64,1,0.72
1.2,1.3,2.5,2,1.96
1.4,1.3,2.58,0,1.04
1.4,1.3,2.44,1,10.6
1.4,1.3,2.64,2,1.02
1.6,1.3,2.64,0,14.24
1.6,1.3,2.65,1,4.22
1.6,1.3,2.76,2,100.12
1.8,1.3,2.48,0,0.6
1.8,1.3,2.65,1,0.6
1.8,1.3,2.48,2,1.02
2.0,1.3,2.94,0,1.0
2.0,1.3,2.7,1,2.16
2.0,1.3,2.61,2,1.4
2.2,1.3,2.67,0,93.74
2.2,1.3,2.47,1,0.62
2.2,1.3,2.77,2,1.2
2.4,1.3,2.64,0,85.58
2.4,1.3,2.81,1,1.3
2.4,1.3,2.5,2,88.74
2.6,1.3,2.69,0,1.74
2.6,1.3,2.86,1,0.44
2.6,1.3,2.46,2,3.34
2.8,1.3,2.75,0,0.58
2.8,1.3,2.86,1,1.72
2.8,1.3,2.67,2,0.58
3.0,1.3,2.7,0,107.66
3.0,1.3,2.99,1,5.22
3.0,1.3,2.51,2,89.04
3.2,1.3,2.77,0,0.76
3.2,1.3,2.75,1,0.38
3.2,1.3,2.99,2,0.68
3.4,1.3,2.45,0,101.54
3.4,1.3,2.61,1,92.82
3.4,1.3,2.38,2,0.48
3.6,1.3,3.05,0,0.78
3.6,1.3,2.77,1,0.24
3.6,1.3,2.53,2,101.8
3.8,1.3,2.68,0,1.26
3.8,1.3,2.45,1,0.58
3.8,1.3,2.75,2,0.72
0.0,1.4,0.0,0,0.78
0.0,1.4,0.0,1,83.88
0.0,1.4,0.0,2,75.98
0.2,1.4,3.16,0,89.48
0.2,1.4,2.91,1,9.7
0.2,1.4,3.21,2,80.7
0.4,1.4,2.82,0,85.78
0.4,1.4,3.13,1,98.56
0.4,1.4,3.01,2,85.58
0.6,1.4,3.03,0,0.84
0.6,1.4,3.15,1,86.16
0.6,1.4,3.1,2,90.74
0.8,1.4,3.15,0,87.22
0.8,1.4,2.96,1,89.92
0.8,1.4,3.17,2,0.8
1.0,1.4,3.29,0,0.7
1.0,1.4,2.97,1,77.34
1.0,1.4,2.99,2,0.74
1.2,1.4,2.95,0,1.7
1.2,1.4,3.29,1,91.56
1.2,1.4,2.88,2,0.72
1.4,1.4,3.12,0,1.04
1.4,1.4,2.97,1,1.48
1.4,1.4,3.34,2,0.92
1.6,1.4,3.3,0,108.16
1.6,1.4,2.98,1,2.52
1.6,1.4,3.08,2,0.5
1.8,1.4,2.85,0,0.58
1.8,1.4,3.25,1,0.52
1.8,1.4,2.87,2,0.52
2.0,1.4,2.86,0,0.54
2.0,1.4,3.27,1,99.7
2.0,1.4,3.13,2,0.9
2.2,1.4,3.25,0,0.48
2.2,1.4,3.15,1,0.66
2.2,1.4,2.85,2,0.52
2.4,1.4,2.95,0,1.5
2.4,1.4,3.13,1,0.54
2.4,1.4,3.38,2,0.74
2.6,1.4,3.07,0,0.56
2.6,1.4,2.99,1,0.7
2.6,1.4,3.23,2,0.6
2.8,1.4,2.96,0,0.5
2.8,1.4,2.86,1,107.06
2.8,1.4,3.02,2,2.06
3.0,1.4,2.92,0,0.4
3.0,1.4,3.01,1,0.68
3.0,1.4,3.19,2,0.5
3.2,1.4,3.33,0,0.42
3.2,1.4,3.0,1,0.74
3.2,1.4,3.13,2,0.5
3.4,1.4,3.19,0,0.32
3.4,1.4,2.86,1,102.26
3.4,1.4,3.1,2,0.48
3.6,1.4,3.2,0,0.56
3.6,1.4,3.08,1,94.94
3.6,1.4,3.18,2,1.48
3.8,1.4,3.06,0,0.0
3.8,1.4,2.95,1,0.8
3.8,1.4,3.2,2,0.48
0.0,1.5,0.0,0,0.66
0.0,1.5,0.0,1,99.4
0.0,1.5,0.0,2,1.12
0.2,1.5,3.63,0,1.02
0.2,1.5,3.49,1,86.16
0.2,1.5,3.22,2,86.54
0.4,1.5,3.38,0,84.32
0.4,1.5,3.47,1,79.34
0.4,1.5,3.5,2,91.9
0.6,1.5,3.42,0,88.36
0.6,1.5,3.42,1,0.94
0.6,1.5,3.87,2,6.38
0.8,1.5,3.37,0,1.7
0.8,1.5,3.76,1,4.8
0.8,1.5,3.44,2,0.6
1.0,1.5,3.43,0,87.5
1.0,1.5,3.62,1,95.94
1.0,1.5,3.13,2,73.32
1.2,1.5,3.69,0,0.6
1.2,1.5,3.24,1,88.82
1.2,1.5,3.02,2,0.78
1.4,1.5,3.6,0,0.54
1.4,1.5,3.37,1,0.62
1.4,1.5,3.55,2,88.32
1.6,1.5,3.66,0,0.72
1.6,1.5,3.62,1,0.58
1.6,1.5,3.65,2,0.54
1.8,1.5,3.54,0,94.1
1.8,1.5,3.39,1,94.08
1.8,1.5,3.39,2,18.1
2.0,1.5,3.39,0,0.92
2.0,1.5,3.9,1,100.1
2.0,1.5,3.56,2,0.52
2.2,1.5,3.56,0,0.42
2.2,1.5,3.62,1,0.54
2.2,1.5,3.33,2,0.54
2.4,1.5,3.16,0,1.26
2.4,1.5,3.27,1,0.5
2.4,1.5,3.6,2,0.34
2.6,1.5,3.36,0,0.56
2.6,1.5,3.34,1,10.76
2.6,1.5,3.47,2,0.5
2.8,1.5,3.28,0,0.38
2.8,1.5,3.46,1,0.58
2.8,1.5,3.39,2,0.72
3.0,1.5,3.78,0,0.56
3.0,1.5,3.47,1,0.54
3.0,1.5,3.5,2,112.48
3.2,1.5,3.52,0,0.4
3.2,1.5,3.2,1,0.54
3.2,1.5,3.64,2,0.56
3.4,1.5,3.53,0,0.52
3.4,1.5,3.34,1,0.26
3.4,1.5,3.39,2,99.68
3.6,1.5,3.66,0,0.54
3.6,1.5,3.5,1,0.0
3.6,1.5,3.39,2,0.48
3.8,1.5,3.48,0,0.54
3.8,1.5,3.52,1,0.52
3.8,1.5,3.45,2,0.42
0.0,1.6,0.0,0,90.52
0.0,1.6,0.0,1,81.6
0.0,1.6,0.0,2,91.3
0.2,1.6,3.8,0,77.88
0.2,1.6,4.02,1,88.24
0.2,1.6,4.32,2,92.8
0.4,1.6,4.0,0,1.38
0.4,1.6,4.15,1,85.98
0.4,1.6,4.19,2,90.58
0.6,1.6,3.9,0,1.14
0.6,1.6,3.69,1,79.46
0.6,1.6,3.87,2,0.62
0.8,1.6,3.83,0,0.72
0.8,1.6,3.79,1,1.02
0.8,1.6,4.07,2,1.34
1.0,1.6,4.4,0,94.66
1.0,1.6,4.06,1,0.6
1.0,1.6,3.85,2,0.78
1.2,1.6,4.04,0,98.4
1.2,1.6,3.85,1,1.0
1.2,1.6,3.75,2,0.54
1.4,1.6,3.64,0,96.34
1.4,1.6,4.15,1,96.8
1.4,1.6,3.91,2,0.56
1.6,1.6,3.78,0,0.56
1.6,1.6,4.19,1,0.42
1.6,1.6,4.13,2,0.58
1.8,1.6,3.94,0,0.54
1.8,1.6,3.71,1,0.74
1.8,1.6,4.08,2,0.42
2.0,1.6,4.09,0,0.34
2.0,1.6,3.77,1,0.6
2.0,1.6,4.04,2,0.56
2.2,1.6,4.1,0,0.6
2.2,1.6,3.98,1,0.5
2.2,1.6,4.04,2,0.54
2.4,1.6,4.17,0,0.46
2.4,1.6,4.09,1,0.26
2.4,1.6,3.96,2,0.48
2.6,1.6,4.08,0,6.58
2.6,1.6,4.05,1,100.56
2.6,1.6,4.03,2,0.44
2.8,1.6,4.11,0,0.5
2.8,1.6,3.77,1,0.58
2.8,1.6,4.0,2,0.36
3.0,1.6,3.83,0,0.06
3.0,1.6,3.91,1,103.4
3.0,1.6,4.19,2,0.4
3.2,1.6,4.04,0,0.58
3.2,1.6,4.15,1,0.52
3.2,1.6,4.28,2,7.84
3.4,1.6,4.01,0,0.26
3.4,1.6,4.01,1,0.46
3.4,1.6,3.59,2,0.44
3.6,1.6,3.85,0,0.48
3.6,1.6,3.81,1,0.66
3.6,1.6,3.94,2,0.42
3.8,1.6,4.08,0,0.3
3.8,1.6,3.96,1,0.0
3.8,1.6,3.99,2,0.38
0.0,1.7,0.0,0,1.04
0.0,1.7,0.0,1,0.88
0.0,1.7,0.0,2,2.12
0.2,1.7,4.35,0,85.46
0.2,1.7,4.4,1,76.82
0.2,1.7,4.47,2,78.58
0.4,1.7,4.59,0,88.52
0.4,1.7,4.77,1,1.08
0.4,1.7,4.4,2,0.64
0.6,1.7,4.41,0,1.14
0.6,1.7,4.52,1,1.26
0.6,1.7,4.41,2,80.12
0.8,1.7,4.37,0,2.46
0.8,1.7,4.64,1,93.42
0.8,1.7,4.72,2,1.26
1.0,1.7,4.68,0,0.54
1.0,1.7,5.11,1,2.22
1.0,1.7,4.66,2,0.54
1.2,1.7,4.63,0,0.84
1.2,1.7,4.7,1,0.54
1.2,1.7,4.52,2,0.7
1.4,1.7,4.71,0,0.56
1.4,1.7,4.41,1,0.54
1.4,1.7,4.26,2,3.26
1.6,1.7,4.74,0,1.26
1.6,1.7,4.36,1,0.54
1.6,1.7,4.66,2,0.4
1.8,1.7,4.43,0,0.58
1.8,1.7,4.45,1,0.76
1.8,1.7,4.56,2,0.52
2.0,1.7,4.57,0,0.48
2.0,1.7,4.33,1,0.5
2.0,1.7,4.77,2,0.58
2.2,1.7,4.23,0,0.6
2.2,1.7,4.03,1,0.46
2.2,1.7,4.75,2,0.5
2.4,1.7,4.41,0,0.4
2.4,1.7,4.57,1,0.32
2.4,1.7,4.71,2,0.48
2.6,1.7,4.72,0,0.22
2.6,1.7,4.33,1,0.52
2.6,1.7,4.9,2,0.5
2.8,1.7,4.28,0,0.24
2.8,1.7,4.67,1,0.5
2.8,1.7,4.43,2,0.46
3.0,1.7,4.3,0,100.1
3.0,1.7,4.37,1,0.5
3.0,1.7,4.83,2,0.06
3.2,1.7,4.37,0,0.28
3.2,1.7,4.69,1,0.4
3.2,1.7,4.29,2,0.3
3.4,1.7,4.55,0,0.38
3.4,1.7,4.82,1,0.46
3.4,1.7,4.6,2,0.24
3.6,1.7,4.66,0,0.46
3.6,1.7,4.54,1,0.36
3.6,1.7,4.8,2,0.26
3.8,1.7,4.39,0,0.0
3.8,1.7,4.44,1,0.0
3.8,1.7,4.43,2,0.16
0.0,1.8,0.0,0,84.06
0.0,1.8,0.0,1,1.44
0.0,1.8,0.0,2,79.5
0.2,1.8,4.82,0,1.8
0.2,1.8,4.97,1,1.76
0.2,1.8,5.21,2,90.24
0.4,1.8,4.99,0,91.7
0.4,1.8,5.03,1,0.64
0.4,1.8,4.87,2,93.92
0.6,1.8,5.16,0,0.84
0.6,1.8,5.06,1,90.78
0.6,1.8,4.91,2,0.66
0.8,1.8,5.12,0,0.82
0.8,1.8,5.1,1,1.14
0.8,1.8,5.02,2,0.54
1.0,1.8,4.98,0,0.58
1.0,1.8,5.0,1,0.58
1.0,1.8,5.13,2,0.58
1.2,1.8,5.11,0,0.52
1.2,1.8,5.16,1,0.52
1.2,1.8,5.16,2,0.58
1.4,1.8,5.07,0,0.54
1.4,1.8,4.96,1,0.52
1.4,1.8,5.13,2,0.5
1.6,1.8,5.12,0,110.64
1.6,1.8,5.07,1,0.6
1.6,1.8,4.97,2,0.5
1.8,1.8,5.18,0,0.38
1.8,1.8,4.82,1,0.52
1.8,1.8,5.12,2,0.56
2.0,1.8,5.16,0,15.56
2.0,1.8,5.2,1,0.46
2.0,1.8,4.96,2,0.56
2.2,1.8,5.27,0,0.42
2.2,1.8,5.04,1,0.44
2.2,1.8,5.01,2,0.28
2.4,1.8,5.06,0,0.38
2.4,1.8,4.69,1,0.44
2.4,1.8,5.04,2,0.32
2.6,1.8,4.79,0,0.58
2.6,1.8,4.92,1,0.52
2.6,1.8,5.05,2,0.04
2.8,1.8,5.1,0,0.34
2.8,1.8,5.0,1,0.58
2.8,1.8,5.01,2,0.34
3.0,1.8,5.33,0,0.18
3.0,1.8,5.44,1,0.34
3.0,1.8,5.04,2,0.34
3.2,1.8,5.36,0,0.36
3.2,1.8,4.92,1,0.2
3.2,1.8,5.09,2,0.36
3.4,1.8,5.26,0,0.26
3.4,1.8,5.06,1,0.4
3.4,1.8,5.26,2,0.0
3.6,1.8,4.96,0,0.0
3.6,1.8,5.27,1,0.0
3.6,1.8,5.37,2,0.18
3.8,1.8,5.03,0,0.0
3.8,1.8,4.89,1,0.0
3.8,1.8,5.04,2,0.16
0.0,1.9,0.0,0,99.12
0.0,1.9,0.0,1,95.2
0.0,1.9,0.0,2,89.74
0.2,1.9,5.71,0,77.08
0.2,1.9,5.7,1,90.56
0.2,1.9,5.62,2,87.24
0.4,1.9,5.65,0,0.92
0.4,1.9,5.41,1,1.1
0.4,1.9,5.29,2,0.62
0.6,1.9,5.7,0,0.74
0.6,1.9,5.51,1,0.7
0.6,1.9,5.79,2,0.72
0.8,1.9,5.79,0,0.58
0.8,1.9,5.4,1,80.9
0.8,1.9,5.64,2,1.04
1.0,1.9,5.57,0,0.56
1.0,1.9,5.46,1,0.54
1.0,1.9,5.6,2,0.58
1.2,1.9,5.72,0,0.54
1.2,1.9,5.47,1,0.58
1.2,1.9,5.58,2,0.52
1.4,1.9,5.33,0,0.44
1.4,1.9,5.48,1,2.44
1.4,1.9,5.49,2,0.46
1.6,1.9,5.56,0,0.58
1.6,1.9,5.58,1,0.5
1.6,1.9,5.37,2,0.56
1.8,1.9,5.84,0,0.4
1.8,1.9,5.76,1,0.52
1.8,1.9,5.46,2,0.58
2.0,1.9,5.87,0,0.4
2.0,1.9,5.4,1,108.68
2.0,1.9,5.29,2,0.42
2.2,1.9,6.05,0,0.42
2.2,1.9,5.45,1,0.26
2.2,1.9,5.52,2,0.4
2.4,1.9,5.42,0,0.3
2.4,1.9,5.61,1,0.34
2.4,1.9,5.14,2,0.22
2.6,1.9,5.51,0,0.48
2.6,1.9,5.63,1,0.46
2.6,1.9,5.65,2,0.26
2.8,1.9,5.93,0,0.02
2.8,1.9,5.79,1,0.0
2.8,1.9,5.91,2,0.0
3.0,1.9,5.95,0,0.24
3.0,1.9,5.76,1,0.0
3.0,1.9,5.77,2,0.16
3.2,1.9,5.82,0,0.3
3.2,1.9,6.1,1,0.0
3.2,1.9,5.45,2,0.0
3.4,1.9,5.43,0,0.52
3.4,1.9,5.52,1,0.0
3.4,1.9,5.99,2,0.4
3.6,1.9,6.55,0,0.18
3.6,1.9,5.45,1,0.3
3.6,1.9,5.4,2,0.0
3.8,1.9,5.2,0,0.28
3.8,1.9,5.58,1,0.0
3.8,1.9,5.52,2,0.62
0.0,2.0,0.0,0,1.52
0.0,2.0,0.0,1,0.82
0.0,2.0,0.0,2,1.26
0.2,2.0,6.13,0,83.0
0.2,2.0,6.11,1,3.56
0.2,2.0,6.64,2,96.84
0.4,2.0,5.9,0,0.62
0.4,2.0,6.33,1,1.14
0.4,2.0,6.17,2,0.98
0.6,2.0,6.3,0,0.74
0.6,2.0,5.97,1,0.62
0.6,2.0,6.28,2,70.4
0.8,2.0,6.39,0,0.72
0.8,2.0,6.0,1,84.88
0.8,2.0,6.06,2,0.58
1.0,2.0,6.17,0,0.6
1.0,2.0,5.85,1,12.46
1.0,2.0,6.72,2,0.72
1.2,2.0,6.02,0,0.54
1.2,2.0,6.24,1,0.48
1.2,2.0,6.13,2,0.56
1.4,2.0,6.05,0,0.52
1.4,2.0,6.01,1,0.46
1.4,2.0,6.24,2,0.52
1.6,2.0,6.17,0,0.48
1.6,2.0,6.26,1,0.58
1.6,2.0,6.31,2,0.52
1.8,2.0,6.16,0,0.66
1.8,2.0,5.83,1,0.4
1.8,2.0,6.2,2,1.06
2.0,2.0,6.08,0,0.3
2.0,2.0,6.28,1,0.4
2.0,2.0,6.33,2,0.44
2.2,2.0,6.2,0,0.26
2.2,2.0,6.3,1,0.38
2.2,2.0,6.26,2,0.0
2.4,2.0,6.13,0,0.16
2.4,2.0,6.41,1,0.4
2.4,2.0,6.15,2,0.24
2.6,2.0,6.37,0,0.26
2.6,2.0,6.57,1,0.0
2.6,2.0,6.17,2,0.4
2.8,2.0,6.75,0,0.0
2.8,2.0,6.28,1,0.1
2.8,2.0,6.06,2,0.46
3.0,2.0,6.23,0,0.0
3.0,2.0,6.47,1,0.0
3.0,2.0,6.24,2,0.0
3.2,2.0,6.57,0,0.0
3.2,2.0,6.3,1,0.08
3.2,2.0,5.95,2,0.0
3.4,2.0,6.52,0,0.26
3.4,2.0,6.01,1,0.0
3.4,2.0,6.18,2,0.38
3.6,2.0,5.92,0,0.0
3.6,2.0,6.04,1,0.0
3.6,2.0,6.39,2,0.0
3.8,2.0,6.08,0,0.2
3.8,2.0,5.99,1,0.1
3.8,2.0,6.03,2,0.0
0.0,2.1,0.0,0,90.3
0.0,2.1,0.0,1,92.92
0.0,2.1,0.0,2,1.0
0.2,2.1,7.51,0,0.86
0.2,2.1,6.77,1,0.76
0.2,2.1,7.0,2,92.38
0.4,2.1,7.12,0,3.38
0.4,2.1,6.74,1,1.74
0.4,2.1,6.73,2,81.14
0.6,2.1,7.22,0,0.58
0.6,2.1,6.61,1,81.86
0.6,2.1,7.43,2,0.66
0.8,2.1,6.9,0,0.58
0.8,2.1,6.7,1,0.52
0.8,2.1,6.48,2,0.7
1.0,2.1,6.78,0,0.46
1.0,2.1,7.08,1,0.42
1.0,2.1,6.44,2,0.54
1.2,2.1,6.64,0,6.6
1.2,2.1,6.67,1,0.54
1.2,2.1,6.98,2,0.6
1.4,2.1,6.72,0,0.46
1.4,2.1,6.56,1,0.58
1.4,2.1,6.99,2,0.44
1.6,2.1,6.91,0,0.46
1.6,2.1,6.81,1,0.5
1.6,2.1,6.77,2,0.44
1.8,2.1,6.63,0,0.2
1.8,2.1,6.7,1,0.28
1.8,2.1,7.38,2,0.48
2.0,2.1,6.63,0,0.06
2.0,2.1,6.57,1,0.36
2.0,2.1,7.07,2,0.48
2.2,2.1,6.82,0,0.24
2.2,2.1,7.0,1,0.24
2.2,2.1,6.69,2,0.24
2.4,2.1,6.47,0,0.0
2.4,2.1,6.75,1,0.06
2.4,2.1,6.76,2,0.06
2.6,2.1,6.66,0,0.0
2.6,2.1,6.6,1,0.0
2.6,2.1,6.88,2,0.54
2.8,2.1,6.89,0,0.0
2.8,2.1,6.84,1,0.24
2.8,2.1,6.66,2,0.4
3.0,2.1,6.72,0,0.0
3.0,2.1,7.02,1,0.24
3.0,2.1,6.9,2,0.0
3.2,2.1,7.01,0,0.0
3.2,2.1,6.87,1,0.3
3.2,2.1,6.61,2,0.24
3.4,2.1,6.8,0,0.0
3.4,2.1,6.53,1,0.0
3.4,2.1,6.74,2,0.0
3.6,2.1,7.06,0,0.0
3.6,2.1,6.62,1,0.0
3.6,2.1,7.05,2,0.04
3.8,2.1,7.06,0,0.0
3.8,2.1,7.04,1,0.0
3.8,2.1,6.87,2,0.0
0.0,2.2,0.0,0,79.84
0.0,2.2,0.0,1,73.46
0.0,2.2,0.0,2,1.56
0.2,2.2,7.16,0,0.84
0.2,2.2,7.45,1,59.68
0.2,2.2,7.47,2,1.24
0.4,2.2,7.36,0,5.52
0.4,2.2,7.11,1,80.74
0.4,2.2,7.43,2,100.26
0.6,2.2,7.41,0,0.66
0.6,2.2,7.39,1,0.6
0.6,2.2,7.39,2,0.56
0.8,2.2,7.59,0,0.54
0.8,2.2,7.45,1,0.58
0.8,2.2,7.29,2,0.58
1.0,2.2,7.46,0,0.46
1.0,2.2,7.73,1,0.5
1.0,2.2,7.69,2,0.54
1.2,2.2,7.66,0,0.4
1.2,2.2,7.89,1,0.42
1.2,2.2,7.8,2,0.6
1.4,2.2,7.29,0,0.4
1.4,2.2,7.39,1,0.44
1.4,2.2,7.46,2,0.34
1.6,2.2,7.65,0,0.4
1.6,2.2,7.36,1,0.42
1.6,2.2,7.76,2,0.38
1.8,2.2,7.32,0,0.34
1.8,2.2,7.67,1,0.26
1.8,2.2,7.51,2,0.5
2.0,2.2,7.39,0,0.06
2.0,2.2,7.34,1,0.38
2.0,2.2,7.47,2,0.0
2.2,2.2,8.02,0,0.0
2.2,2.2,7.07,1,0.22
2.2,2.2,7.5,2,0.24
2.4,2.2,7.36,0,0.14
2.4,2.2,7.62,1,0.0
2.4,2.2,7.65,2,0.3
2.6,2.2,7.41,0,0.14
2.6,2.2,7.77,1,0.0
2.6,2.2,7.52,2,0.0
2.8,2.2,7.25,0,0.22
2.8,2.2,7.37,1,0.0
2.8,2.2,7.5,2,0.0
3.0,2.2,7.36,0,0.0
3.0,2.2,7.34,1,0.0
3.0,2.2,7.72,2,0.0
3.2,2.2,7.53,0,0.0
3.2,2.2,7.63,1,0.0
3.2,2.2,7.18,2,0.0
3.4,2.2,7.85,0,0.0
3.4,2.2,7.45,1,0.0
3.4,2.2,7.37,2,0.0
3.6,2.2,7.26,0,0.0
3.6,2.2,7.34,1,0.0
3.6,2.2,7.79,2,0.0
3.8,2.2,7.51,0,0.36
3.8,2.2,7.09,1,0.0
3.8,2.2,7.64,2,0.0
0.0,2.3,0.0,0,1.08
0.0,2.3,0.0,1,41.08
0.0,2.3,0.0,2,85.78
0.2,2.3,7.97,0,1.06
0.2,2.3,8.08,1,0.98
0.2,2.3,8.24,2,0.88
0.4,2.3,7.99,0,0.6
0.4,2.3,8.33,1,0.6
0.4,2.3,7.78,2,0.78
0.6,2.3,8.46,0,0.54
0.6,2.3,8.51,1,0.58
0.6,2.3,7.87,2,0.56
0.8,2.3,8.68,0,0.54
0.8,2.3,7.87,1,0.58
0.8,2.3,8.5,2,1.36
1.0,2.3,8.57,0,0.52
1.0,2.3,8.21,1,2.4
1.0,2.3,8.3,2,0.52
1.2,2.3,8.12,0,0.42
1.2,2.3,8.15,1,0.46
1.2,2.3,8.19,2,0.52
1.4,2.3,8.55,0,0.46
1.4,2.3,7.97,1,0.28
1.4,2.3,7.97,2,0.32
1.6,2.3,8.06,0,0.54
1.6,2.3,8.24,1,0.32
1.6,2.3,8.04,2,0.28
1.8,2.3,8.17,0,0.32
1.8,2.3,7.81,1,0.32
1.8,2.3,8.99,2,0.0
2.0,2.3,8.14,0,0.32
2.0,2.3,8.2,1,0.42
2.0,2.3,8.38,2,0.46
2.2,2.3,8.85,0,0.0
2.2,2.3,8.28,1,0.08
2.2,2.3,8.19,2,0.22
2.4,2.3,8.16,0,0.0
2.4,2.3,7.94,1,0.28
2.4,2.3,8.24,2,0.0
2.6,2.3,8.36,0,0.0
2.6,2.3,7.87,1,0.28
2.6,2.3,8.08,2,0.38
2.8,2.3,8.45,0,0.0
2.8,2.3,8.48,1,0.0
2.8,2.3,8.48,2,0.0
3.0,2.3,8.12,0,0.0
3.0,2.3,7.9,1,0.0
3.0,2.3,8.31,2,0.24
3.2,2.3,8.1,0,0.0
3.2,2.3,8.38,1,0.0
3.2,2.3,8.12,2,0.0
3.4,2.3,8.04,0,0.0
3.4,2.3,8.27,1,0.0
3.4,2.3,8.05,2,0.0
3.6,2.3,8.46,0,0.0
3.6,2.3,8.62,1,0.0
3.6,2.3,8.04,2,0.0
3.8,2.3,8.06,0,0.0
3.8,2.3,8.2,1,0.0
3.8,2.3,8.52,2,0.0
0.0,2.4,0.0,0,0.84
0.0,2.4,0.0,1,72.62
0.0,2.4,0.0,2,1.06
0.2,2.4,9.09,0,0.72
0.2,2.4,9.16,1,79.74
0.2,2.4,8.71,2,0.64
0.4,2.4,8.89,0,0.9
0.4,2.4,8.93,1,0.56
0.4,2.4,8.62,2,0.66
0.6,2.4,8.73,0,0.58
0.6,2.4,8.99,1,0.6
0.6,2.4,8.77,2,0.54
0.8,2.4,8.9,0,0.46
0.8,2.4,9.46,1,0.48
0.8,2.4,8.51,2,0.54
1.0,2.4,8.64,0,0.5
1.0,2.4,9.33,1,0.56
1.0,2.4,8.92,2,0.52
1.2,2.4,8.67,0,0.38
1.2,2.4,8.72,1,0.46
1.2,2.4,9.14,2,0.3
1.4,2.4,8.67,0,0.34
1.4,2.4,8.86,1,0.38
1.4,2.4,8.95,2,0.22
1.6,2.4,9.03,0,0.36
1.6,2.4,8.82,1,0.46
1.6,2.4,8.77,2,0.08
1.8,2.4,8.94,0,0.46
1.8,2.4,9.18,1,0.26
1.8,2.4,8.87,2,0.36
2.0,2.4,9.42,0,0.0
2.0,2.4,9.24,1,0.16
2.0,2.4,8.91,2,0.12
2.2,2.4,8.59,0,0.08
2.2,2.4,9.17,1,0.34
2.2,2.4,9.0,2,0.0
2.4,2.4,8.65,0,0.42
2.4,2.4,9.34,1,0.0
2.4,2.4,8.73,2,0.0
2.6,2.4,8.62,0,0.0
2.6,2.4,9.15,1,0.0
2.6,2.4,9.01,2,0.0
2.8,2.4,8.96,0,0.0
2.8,2.4,8.84,1,0.22
2.8,2.4,8.88,2,0.0
3.0,2.4,8.94,0,0.0
3.0,2.4,8.86,1,0.0
3.0,2.4,8.85,2,0.0
3.2,2.4,9.35,0,0.0
3.2,2.4,8.61,1,0.0
3.2,2.4,9.76,2,0.0
3.4,2.4,8.94,0,0.0
3.4,2.4,8.79,1,0.0
3.4,2.4,9.19,2,0.0
3.6,2.4,8.66,0,0.0
3.6,2.4,8.94,1,0.0
3.6,2.4,9.33,2,0.0
3.8,2.4,9.3,0,0.0
3.8,2.4,8.75,1,0.0
3.8,2.4,9.01,2,0.0
