c_w,d_tresh,numGapJns,rep,spikeRate
1.6,1.0,2.0,0,0.0
1.6,1.0,2.0,1,0.0
1.6,1.0,2.0,2,0.0
1.8,1.0,2.0,0,0.0
1.8,1.0,2.0,1,0.0
1.8,1.0,2.0,2,0.0
2.0,1.0,2.0,0,0.0
2.0,1.0,2.0,1,0.0
2.0,1.0,2.0,2,0.0
2.2,1.0,2.0,0,0.0
2.2,1.0,2.0,1,0.0
2.2,1.0,2.0,2,0.0
2.4,1.0,2.0,0,0.0
2.4,1.0,2.0,1,0.0
2.4,1.0,2.0,2,0.0
2.6,1.0,2.0,0,0.0
2.6,1.0,2.0,1,0.0
2.6,1.0,2.0,2,0.0
2.8,1.0,2.0,0,0.0
2.8,1.0,2.0,1,0.0
2.8,1.0,2.0,2,0.0
3.0,1.0,2.0,0,0.0
3.0,1.0,2.0,1,0.0
3.0,1.0,2.0,2,0.0
3.2,1.0,2.0,0,0.0
3.2,1.0,2.0,1,0.0
3.2,1.0,2.0,2,0.0
3.4,1.0,2.0,0,0.0
3.4,1.0,2.0,1,0.0
3.4,1.0,2.0,2,0.0
3.6,1.0,2.0,0,0.0
3.6,1.0,2.0,1,0.0
3.6,1.0,2.0,2,0.0
3.8,1.0,2.0,0,0.0
3.8,1.0,2.0,1,0.0
3.8,1.0,2.0,2,0.0
0.0,1.1,0.0,0,27.54
0.0,1.1,0.0,1,24.06
0.0,1.1,0.0,2,26.0
0.2,1.1,2.0,0,21.78
0.2,1.1,2.0,1,24.0
0.2,1.1,2.0,2,0.26
0.4,1.1,2.0,0,0.0
0.4,1.1,2.0,1,0.0
0.4,1.1,2.0,2,0.0
0.6,1.1,2.0,0,0.0
0.6,1.1,2.0,1,0.0
0.6,1.1,2.0,2,0.0
0.8,1.1,2.0,0,0.0
0.8,1.1,2.0,1,0.0
0.8,1.1,2.0,2,0.0
1.0,1.1,2.0,0,0.0
1.0,1.1,2.0,1,0.0
1.0,1.1,2.0,2,0.0
1.2,1.1,2.0,0,0.0
1.2,1.1,2.0,1,0.0
1.2,1.1,2.0,2,0.0
1.4,1.1,2.0,0,0.0
1.4,1.1,2.0,1,0.0
1.4,1.1,2.0,2,0.0
1.6,1.1,2.0,0,0.0
1.6,1.1,2.0,1,0.0
