c_w,k,numGapJns,rep,spikeRate
0.0,0,0.0,0,293.8
0.5,0,0.0,0,290.6
1.0,0,0.0,0,290.0
1.5,0,0.0,0,289.6
0.0,1,0.0,0,281.4
0.5,1,0.5,0,297.6
1.0,1,0.5,0,289.4
1.5,1,0.5,0,280.4
0.0,2,0.0,0,291.8
0.5,2,1.0,0,292.6
1.0,2,1.0,0,4.2
1.5,2,1.0,0,256.6
0.0,3,0.0,0,294.8
0.5,3,1.5,0,274.6
1.0,3,1.5,0,266.8
1.5,3,1.5,0,2.8
0.0,4,0.0,0,298.4
0.5,4,2.0,0,269.4
1.0,4,2.0,0,228.2
1.5,4,2.0,0,2.6
0.0,5,0.0,0,296.0
0.5,5,2.5,0,14.6
1.0,5,2.5,0,2.8
1.5,5,2.5,0,1.8
0.0,6,0.0,0,296.2
0.5,6,3.0,0,6.0
1.0,6,3.0,0,2.2
1.5,6,3.0,0,0.0
0.0,7,0.0,0,292.2
0.5,7,3.5,0,2.8
1.0,7,3.5,0,0.0
1.5,7,3.5,0,0.0
0.0,8,0.0,0,293.2
0.5,8,4.0,0,208.6
1.0,8,4.0,0,0.0
1.5,8,4.0,0,0.0
